弛み |たるみ |[1] slack; slackening; sagginess; flabbiness (skin, etc.) [2] dullness; letdown; depression; ennui |N/A
弛む |たるむ |[1] to slacken; to loosen; to relax; to droop (e.g. loose or flabby skin); to sag (ceiling) [2] to slack off (e.g. one's work, attention); to not put one's heart in |N/A
垂れる |たれる |[1] to hang; to droop; to dangle; to sag; to lower; to pull down [2] to give (e.g. lesson, instruction, scolding) (to someone of lower status); to confer; to grant; to bestow [3] to drip; to ooze; to trickle; to drop |N/A
|タレント |[1] (TV or radio) entertainer; television personality; radio personality [2] talent; skill [3] talent (ancient unit of weight and currency) |4844
|タワー |tower |N/A
反 |たん |[1] variable measure of fabric (28.8 cm in width); for kimonos: at least 10 m in length; for haori: at least 7.27 m in length; for other clothes: at least 6.06 m in length [2] 300 tsubo (991.74 meters square, 0.24506 acres) [3] six ken (10.91 m) |N/A
嘆 |たん |[1] sigh [2] grief; lamentation |N/A
単一 |たんいつ |single; simple; sole; individual; unitary |N/A
担架 |たんか |stretcher; litter; gurney |N/A
短歌 |たんか |tanka; 31-mora Japanese poem |N/A
短気 |たんき |short temper; quick temper; hot temper; impatience; irritability |N/A
探検 |たんけん |exploration; expedition |N/A
短縮 |たんしゅく |shortening; contraction; reduction; curtailment; abbreviation |N/A
炭素 |たんそ |carbon (C) |N/A
短大 |たんだい |junior college; vocationally oriented two or three year post-secondary education institution |N/A
単調 |たんちょう |[1] monotony; monotone; dullness [2] monotone; monotonic |N/A
単独 |たんどく |[1] sole; single; solo [2] independence; singleness; singularity |N/A
短波 |たんぱ |short wave |N/A
タンパク質 |たんぱくしつ |protein |3501
第 |だい |prefix for forming ordinal numbers |N/A
第一 |だいいち |[1] first; foremost; number one [2] most important [3] best; greatest; most |947
大胆 |だいたん |bold; daring; audacious |N/A
台無し |だいなし |spoiled; spoilt; ruined; wasted (chance, etc.); messed up; destroyed; (coming to) nothing |N/A
大便 |だいべん |feces; faeces; excrement; stool |N/A
台本 |だいほん |script; libretto; scenario |N/A
代用 |だいよう |substitution |N/A
|ダウン |[1] fall; decrease; drop; going down [2] knocking down; flooring; being knocked down; being floored [3] being out of action (due to illness, exhaustion, etc.); being down (e.g. with a cold); being knocked out (from alcohol); being out of it; collapsing |N/A
妥協 |だきょう |compromise; giving in |N/A
丈 |だけ |[1] only; just; merely; simply; no more than; nothing but; alone [2] as much as; to the extent of; enough to |N/A
妥結 |だけつ |settlement; an agreement |N/A
打撃 |だげき |[1] blow; shock; strike; damage [2] batting |N/A
駄作 |ださく |poor piece of work; rubbish; trash |N/A
脱出 |だっしゅつ |[1] escape; getting away (from); getting out (of) [2] prolapse; proptosis |3989
脱する |だっする |to escape from; to get out |N/A
脱退 |だったい |withdrawal (e.g. from an organization); secession; leaving; pulling out |N/A
|だぶだぶ |[1] loose (of clothing); baggy [2] flabby; saggy [3] sloshing; slopping; overflowing |N/A
|ダブる |[1] to be duplicated; to be repeated [2] to overlap; to fall together (of dates, etc.); to coincide [3] to repeat (a failed course, school year, etc.) |N/A
|だらけ |[1] full of (e.g. mistakes); riddled with [2] covered all over with (blood, mud, etc.) |N/A
怠い |だるい |[1] sluggish; languid; listless; heavy (heart, legs, etc.); dull [2] bothersome; tiresome; pain-in-the-ass |N/A
壇 |だん |[1] platform; podium; rostrum; pulpit [2] (ceremonial) mound [3] world (of haiku, art, etc.); (literary) circles |N/A
団結 |だんけつ |unity; union; solidarity; combination; banding together; teaming up |N/A
断言 |だんげん |assertion; declaration; affirmation |N/A
断然 |だんぜん |[1] firmly; flatly; resolutely; decisively; absolutely; definitely [2] definitely (wrong, different, etc.); absolutely [3] by far; far and away; by a long shot; hands down |N/A
旦那 |だんな |[1] master (of a house, shop, etc.) [2] husband [3] sir; boss; master; governor |1577
|ダンプ |[1] dump [2] dump truck |N/A
断面 |だんめん |section; cross section; profile |N/A
弾力 |だんりょく |elasticity; flexibility |N/A
打 |ダース |dozen |N/A
治安 |ちあん |public order; public peace; public security; law and order |N/A
|チェンジ |[1] change; changing [2] exchange (e.g. of goods) [3] change of sides (in baseball, American football, etc.) |N/A
近々 |ちかぢか |[1] soon; before long; shortly; in the near future [2] close (by); near; nearby |N/A
近づく |ちかづく |[1] to approach; to draw near; to get close [2] to get acquainted with; to get closer to; to get to know |1143
違える |ちがえる |[1] to change; to alter [2] to mistake; to make a mistake [3] to fail to keep (e.g. one's promise) |N/A
契る |ちぎる |[1] to pledge; to vow; to promise; to swear [2] to have sexual intercourse (esp. between husband and wife); to share a bed |N/A
畜産 |ちくさん |animal husbandry; livestock industry |N/A
畜生 |ちくしょう |[1] damn it; damn; son of a bitch; for Christ's sake [2] beast; animal [3] person reborn into the animal realm |N/A
蓄積 |ちくせき |accumulation; accumulate; store |3904
地形 |ちけい |terrain; geographical features; topography |4977
知性 |ちせい |intelligence |N/A
乳 |ちち |[1] milk [2] breast [3] loop |N/A
縮まる |ちぢまる |to shorten; to narrow; to close; to shrink |N/A
秩序 |ちつじょ |order; discipline; regularity; system; method |4732
知的 |ちてき |intellectual |N/A
|チャイム |chime; bell (e.g. doorbell) |N/A
着 |ちゃく |[1] arrival; arriving at ... [2] counter for items or suits of clothing [3] nth place (in a race) |N/A
着色 |ちゃくしょく |colouring; coloring; colorant |N/A
着席 |ちゃくせき |taking a seat; sitting down (in one's seat) |N/A
着目 |ちゃくもく |attention; giving one's attention; focusing |N/A
着陸 |ちゃくりく |landing; alighting; touch down |N/A
|チャネル |channel |N/A
茶の湯 |ちゃのゆ |tea ceremony; chanoyu |N/A
|ちやほや |to make a fuss over; to pamper; to spoil; to indulge; to flatter (with attention) |N/A
宙返り |ちゅうがえり |somersault; looping-the-loop |N/A
中継 |ちゅうけい |[1] relay; hook-up [2] relay broadcasting |N/A
忠告 |ちゅうこく |advice; warning |N/A
中傷 |ちゅうしょう |slander; libel; defamation; calumny; smear |N/A
忠実 |ちゅうじつ |faithful; devoted; loyal; honest; true |N/A
抽選 |ちゅうせん |lottery; raffle; drawing (of lots) |3604
中断 |ちゅうだん |interruption; suspension; break |N/A
中毒 |ちゅうどく |[1] poisoning [2] addiction |N/A
中立 |ちゅうりつ |neutrality |N/A
中和 |ちゅうわ |[1] neutralization; neutralisation [2] neutralization (e.g. of a poison); counteraction |N/A
庁 |ちょう |[1] government office; agency; board [2] Chou |N/A
超 |ちょう |[1] super-; ultra-; hyper-; extreme [2] extremely; really; totally; absolutely [3] over; more than |N/A
腸 |ちょう |intestine; bowel |N/A
蝶 |ちょう |butterfly |N/A
聴覚 |ちょうかく |(sense of) hearing; auditory perception |N/A
長官 |ちょうかん |secretary (government); director; chief |4795
聴講 |ちょうこう |lecture attendance; auditing |N/A
徴収 |ちょうしゅう |collection (of fees, taxes, etc.); levy |N/A
聴診器 |ちょうしんき |stethoscope |N/A
挑戦 |ちょうせん |challenge; defiance; dare; attempt; try |2010
長大 |ちょうだい |long and large; tall and large; grand; huge |N/A
調停 |ちょうてい |arbitration; conciliation; mediation |N/A
重複 |ちょうふく |duplication; repetition; overlapping; redundancy; restoration |N/A
長編 |ちょうへん |long (e.g. novel, film) |N/A
調理 |ちょうり |cooking; food preparation |3664
調和 |ちょうわ |harmony; accord; reconciliation; agreement |4236
|ちょくちょく |often; frequently; now and then; occasionally |N/A
直面 |ちょくめん |[1] confrontation [2] to face; to confront; to encounter |3892
著書 |ちょしょ |(written) work; book; writings |N/A
貯蓄 |ちょちく |savings |N/A
直感 |ちょっかん |intuition; instinct; hunch |N/A
著名 |ちょめい |famous; noted; eminent; prominent; distinguished; celebrated |N/A
|ちらっと |at a glance; by accident |N/A
ちり取り |ちりとり |dustpan |N/A
治療 |ちりょう |(medical) treatment; care; therapy; cure; remedy |1304
賃金 |ちんぎん |[1] wages; pay [2] rental payment |4357
沈殿 |ちんでん |precipitation; deposition; settlement (e.g. of sediment) |N/A
沈没 |ちんぼつ |[1] sinking; foundering; going down; submersion [2] getting dead drunk [3] having too much fun (esp. in a red-light district, etc.) and missing work or neglecting one's duties |N/A
沈黙 |ちんもく |[1] silence; being silent; quiet; hush [2] reticence; inaction |3808
陳列 |ちんれつ |exhibition; display; putting on show |N/A
|チームワーク |teamwork |N/A
追及 |ついきゅう |[1] investigation (e.g. into someone's guilt); questioning; pressing; hounding; pinning down [2] catching up; overtaking |3486
追跡 |ついせき |[1] chase; pursuit; tracking; stalking [2] following up; tracing |N/A
次いで |ついで |next; secondly; subsequently |4074
追放 |ついほう |[1] exile; banishment; eviction; deportation; purge; expulsion; ousting [2] elimination (e.g. of poverty); removal |N/A
費やす |ついやす |[1] to spend; to expend; to consume [2] to waste; to squander; to throw away [3] to devote |N/A
通 |つう |[1] authority; expert; connoisseur; well-informed person [2] counter for messages, letters, notes, documents, etc. [3] understanding (esp. of male-female relations); tact; insight |N/A
痛感 |つうかん |feeling keenly; fully realizing |N/A
通常 |つうじょう |usual; ordinary; normal; regular; general; common |1185
痛切 |つうせつ |keen; acute; heartfelt |N/A
杖 |つえ |cane; walking stick; staff; wand |N/A
使い |つかい |[1] errand; mission; going on an errand [2] messenger; bearer; errand boy; errand girl [3] familiar spirit |N/A
使い道 |つかいみち |[1] purpose; utility; objective [2] way to use something |N/A
仕える |つかえる |to serve; to work for; to attend |N/A
司る |つかさどる |[1] to be in charge of; to manage; to direct; to administer; to preside over [2] to rule; to govern; to control |N/A
つかの間 |つかのま |moment; brief space of time |N/A
付き |つき |[1] furnished with; including [2] attached to [3] impression; appearance |N/A
月並み |つきなみ |[1] every month [2] trite; commonplace; conventional; hackneyed |N/A
尽きる |つきる |to be used up; to be run out; to be exhausted; to be consumed; to come to an end |3873
継ぎ目 |つぎめ |joint; seam; joining point |N/A
吐く |つく |[1] to breathe out; to breathe [2] to tell (a lie); to use (foul language) [3] to vomit; to throw up; to spit up |4155
尽くす |つくす |[1] to use up; to exhaust; to run out of [2] to devote oneself (to); to do one's utmost (for); to serve; to work (for a cause) [3] to do to exhaustion; to do completely; to do fully |2987
作り |つくり |[1] making; producing; manufacturing; building; construction; make; structure [2] appearance (attire, make-up, etc.) [3] build; physique |3085
繕う |つくろう |[1] to mend; to patch up; to repair; to fix; to darn [2] to fix (hair, clothes, appearance, etc.); to adjust; to tidy up; to groom [3] to keep up appearances; to cover up (e.g. a mistake); to gloss over |N/A
継ぐ |つぐ |[1] to succeed (a person, to a position, etc.); to inherit; to take over; to follow [2] to patch (clothes); to mend; to repair [3] to add (e.g. charcoal to the fire); to replenish with; to feed with; to follow up with (e.g. remarks); to gather (one's breath) |1401
接ぐ |つぐ |[1] to join; to piece together; to set (bones) [2] to graft (onto a tree) |N/A
付け加える |つけくわえる |to add (one thing to another); to add (a few more words, an explanation, etc.) |3994
告げる |つげる |[1] to tell; to inform; to announce [2] to indicate; to signal; to mark |2263
辻褄 |つじつま |coherence; consistency |N/A
突っ張る |つっぱる |[1] to cramp up; to tighten; to stiffen [2] to be insistent; to persist (in one's opinion); to stick to one's guns [3] to act tough; to bluff; to be defiant; to be unruly |N/A
筒 |つつ |[1] pipe; tube; cylinder [2] gun barrel [3] gun; cannon |N/A
突く |つつく |[1] to poke (repeatedly, lightly); to nudge [2] to peck at (one's food); to pick at [3] to peck at (someone's faults, etc.) |N/A
慎む |つつしむ |[1] to be careful; to be discreet [2] to do in moderation; to refrain (from overdoing); to abstain [3] to be reverent |N/A
伝言 |つてこと |[1] (verbal) message; word (from someone) [2] rumour; rumor |N/A
務まる |つとまる |to be fit (for a role); to be qualified (for); to be equal (to a task); to be able to fulfill one's duties (as) |N/A
勤め先 |つとめさき |place of work |N/A
努めて |つとめて |as much as possible; as far as possible; to the best of one's ability; diligently |N/A
津波 |つなみ |[1] tsunami; tidal wave [2] Tsunami |N/A
抓る |つねる |to pinch; to nip |N/A
募る |つのる |[1] to become stronger; to grow in intensity; to grow violent; to become worse [2] to invite contributions, etc.; to solicit help, participation, etc.; to recruit (e.g. soldiers) |N/A
唾 |つば |saliva; spit; spittle |N/A
呟く |つぶやく |[1] to mutter; to murmur; to grumble [2] to tweet; to post on Twitter |2324
瞑る |つぶる |to close (one's eyes); to shut |N/A
壺 |つぼ |[1] pot; jar; vase [2] dice cup [3] depression; basin (e.g. of a waterfall) |4488
蕾 |つぼみ |[1] (flower) bud [2] promising young person; budding beauty |N/A
摘む |つまむ |[1] to pinch; to hold (between one's fingers); to pick up (with chopsticks, tweezers, etc.) [2] to pick up and eat; to snack on [3] to pick out (the main point); to summarize; to sum up |N/A
露 |つゆ |[1] dew [2] tears [3] (not) a bit; (not) at all |N/A
強まる |つよまる |to get strong; to gain strength |N/A
強める |つよめる |to strengthen; to emphasize; to emphasise |4840
連なる |つらなる |[1] to extend; to stretch out; to stand in a row [2] to attend; to participate in [3] to enrol; to enroll; to join |N/A
貫く |つらぬく |[1] to go through; to pierce; to penetrate [2] to run through (e.g. a river through a city); to pass through [3] to stick to (opinion, principles, etc.); to carry out; to persist with; to keep (e.g. faith); to maintain (e.g. independence) |4629
連ねる |つらねる |[1] to line up; to put in a row [2] to add (to a group); to accept (as a member of an organization, etc.); to join (e.g. a list) [3] to link; to put together; to string together (e.g. compliments); to enumerate |N/A
つり革 |つりかわ |strap (to hang onto); hanging strap |N/A
手当 |てあて |[1] salary; pay; compensation; allowance (e.g. housing allowance); benefit; bonus [2] medical care; treatment [3] advance preparation |N/A
|ティッシュペーパー |tissue paper; tissue; facial tissue |N/A
体 |てい |appearance; air; condition; state; form |N/A
提供 |ていきょう |[1] offer; tender; providing; supplying; making available; donating (blood, organs, etc.) [2] sponsoring (a TV program) |1076
定義 |ていぎ |definition |2404
提携 |ていけい |cooperation; tie-up; joint business; partnership; alliance; sponsorship |N/A
体裁 |ていさい |[1] (outward) appearance [2] (proper) format (e.g. of an essay); form; style [3] appearances; decency; show; display |N/A
提示 |ていじ |[1] presentation (of a passport, ID, etc.); showing; production (e.g. of documents) [2] presentation (of a plan, response, etc.); bringing up; citing (an example) |3434
停滞 |ていたい |stagnation; tie-up; standstill; congestion; delay; accumulation; falling into arrears |N/A
邸宅 |ていたく |(large) house; residence; mansion |N/A
定年 |ていねん |[1] (compulsory) retirement age; age limit [2] (compulsory) retirement (on reaching retirement age); mandatory retirement [3] minimum years of service at a particular rank before eligibility for promotion (in the Imperial Japanese Army and Navy) |3821
堤防 |ていぼう |bank; weir; embankment; levee |N/A
手遅れ |ておくれ |being too late; losing one's final chance |N/A
手がかり |てがかり |[1] clue; lead; key; trail; scent; track [2] handhold; hold |N/A
手がける |てがける |[1] to handle; to manage; to deal with; to work with; to have experience with [2] to rear; to look after |N/A
手軽 |てがる |easy; simple; informal; offhand; cheap |3875
的 |てき |[1] -ical; -ive; -al; -ic; -y [2] -like; -ish; -sort of; -kind of [3] (something) like; along the lines of |N/A
適応 |てきおう |adaptation; accommodation; conformity |N/A
適宜 |てきぎ |[1] suitable; appropriate; fitting; proper [2] appropriately; accordingly; as required; at one's discretion |N/A
適性 |てきせい |aptitude; aptness; suitability |N/A
手際 |てぎわ |[1] skill; ability; dexterity [2] performance; workmanship; craftsmanship; execution |N/A
手順 |てじゅん |process; procedure; sequence; protocol; instruction |3457
手錠 |てじょう |[1] handcuffs; manacles [2] confinement in chains (Edo-era judicial corporal punishment) |N/A
手数 |てすう |[1] trouble; bother [2] number of moves (in go, shogi, etc.) [3] number of punches |N/A
手近 |てぢか |[1] near; close by; within reach; handy [2] familiar |N/A
|てっきり |surely; certainly; without doubt |N/A
鉄鋼 |てっこう |iron and steel |N/A
徹する |てっする |[1] to penetrate; to sink in [2] to devote oneself (to); to do intently and exclusively [3] to do throughout (e.g. the night) |N/A
鉄片 |てっぺん |iron scraps |N/A
手のひら |てのひら |palm (of the hand) |3414
手はず |てはず |arrangements; plan; programme; program; preparations |N/A
手本 |てほん |[1] model; (good) example; exemplar; paragon [2] model handwriting; model drawing; copybook |N/A
手回し |てまわし |[1] turning by hand; hand-turned; hand-cranked [2] preparations; arrangements |N/A
手元 |てもと |[1] at hand; on hand; nearby; close at hand [2] way of moving one's arms; skill [3] money at hand; pocket money |3640
照り返す |てりかえす |to reflect; to throw back light |N/A
|テレックス |telex; teletypewriter exchange |N/A
手分け |てわけ |division of labour; division of labor; splitting into groups (e.g. to search) |N/A
店 |てん |store; shop; restaurant |N/A
点火 |てんか |ignition; lighting; firing; setting off |N/A
転回 |てんかい |[1] revolution; rotation [2] turn; turning [3] inversion |N/A
転換 |てんかん |conversion; diversion; changeover; commutation; switchover |3500
転居 |てんきょ |moving; changing residence; change of address |N/A
転勤 |てんきん |job transfer; job relocation; intra-company transfer |3201
点検 |てんけん |detailed inspection; thorough examination; checking |N/A
転校 |てんこう |changing schools |N/A
天国 |てんごく |paradise; heaven; Kingdom of Heaven |N/A
天才 |てんさい |genius; prodigy; natural gift |N/A
天災 |てんさい |natural calamity; disaster |N/A
展示 |てんじ |exhibition; display |3224
天井 |てんじょう |[1] ceiling [2] ceiling price; (price) ceiling |2992
点線 |てんせん |dotted line; perforated line |N/A
天体 |てんたい |heavenly body; celestial body; astronomical object |N/A
天地 |てんち |[1] heaven and earth; the universe; the world; nature [2] land; world; realm; sphere [3] top and bottom |N/A
|てんで |[1] (not) at all; completely; utterly; entirely; altogether [2] very; extremely |N/A
転任 |てんにん |change of post |N/A
展望 |てんぼう |view; outlook; prospect |N/A
転落 |てんらく |[1] fall; tumble; spill; plunge; dive [2] fall (in position, standing, etc.); downfall; descent; degradation; comedown; demotion |N/A
|でかい |huge; big; gargantuan |3571
出来物 |できもの |tumour; tumor; growth; boil; ulcer; abscess; rash; pimple |N/A
出切る |できる |to be out of; to have no more at hand |N/A
出くわす |でくわす |to happen to meet; to come across; to run into; to bump into |N/A
|デコレーション |decoration |N/A
|デザイン |design |1666
|デザート |dessert |4512
|デッサン |rough sketch |N/A
出直し |でなおし |[1] starting from scratch; making a fresh start; redoing [2] calling again; visiting again |N/A
|デモンストレーション |[1] demonstration; protest [2] (giving a) demo; demonstration; presentation [3] exhibition game; exhibition match |N/A
田園 |でんえん |[1] the country; countryside; rural districts [2] cultivated land; fields [3] Den'en |N/A
電源 |でんげん |[1] source of electricity; electrical power [2] power (button on TV, etc.) |4143
伝説 |でんせつ |legend; folklore; tradition |4668
電線 |でんせん |[1] electric line; electric cable; power cable [2] telephone line; telegraph wire |N/A
伝達 |でんたつ |transmission (e.g. news, chemical signals, electricity); communication; delivery; conveyance; transfer; relay; propagation; conduction |N/A
伝来 |でんらい |[1] introduction (from abroad) [2] transmission (through successive generations); being handed down (from generation to generation); being passed down |N/A
|データ |data; datum |1182
問い合わせる |といあわせる |to enquire; to inquire; to seek information |N/A
問う |とう |[1] to ask; to inquire [2] to blame (someone) for; to accuse of; to pursue (question of responsibility); to charge with [3] to care about; to regard as important |1400
等 |とう |[1] class; order; rank [2] et cetera; etc.; and the like [3] equal; iso- |1694
棟 |とう |[1] large building; building with a long roof [2] counter for buildings, apartments, etc. |N/A
陶器 |とうき |pottery; earthenware; ceramics; (soft-paste) porcelain; china |N/A
等級 |とうきゅう |[1] grade; class; degree; rank; rating; order; points [2] magnitude |N/A
討議 |とうぎ |debate; discussion |N/A
登校 |とうこう |attendance (at school); going to school |N/A
統合 |とうごう |integration; unification; unity; combination; consolidation; synthesis |4402
倒産 |とうさん |(corporate) bankruptcy; insolvency; commercial failure; failed business |4203
投資 |とうし |investment |2692
統制 |とうせい |regulation; control |N/A
当選 |とうせん |[1] being elected [2] winning a prize (in a lottery, raffle, etc.); being selected (for a prize, etc.) |N/A
逃走 |とうそう |flight; desertion; escape |N/A
統率 |とうそつ |command; lead; generalship; leadership |N/A
到達 |とうたつ |reaching; attaining; arrival |4569
統治 |とうち |rule; reign; government; governing |N/A
到底 |とうてい |(cannot) possibly; (not) by any means; (not) at all; utterly; absolutely |4213
尊い |とうとい |[1] precious; valuable; priceless [2] noble; exalted; sacred |N/A
投入 |とうにゅう |[1] throwing in; inserting; depositing (e.g. a ballot) [2] investment; commitment (of funds, personnel, etc.); injection; infusion [3] launching (a product into the market); introduction |4744
当人 |とうにん |the person concerned; the person in question; the said person |N/A
逃亡 |とうぼう |escape; flight; running away; elopement; fleeing |N/A
冬眠 |とうみん |hibernation; winter sleep; torpor |N/A
登録 |とうろく |registration; accession; register; entry; record |1701
討論 |とうろん |debate; discussion |N/A
遠ざかる |とおざかる |[1] to go away; to become more distant; to fade away; to die away [2] to be estranged |N/A
遠回り |とおまわり |detour; roundabout way |N/A
咎める |とがめる |[1] to blame; to reproach; to censure; to rebuke; to reprove; to find fault; to take to task; to criticize; to criticise [2] to question (a suspect); to challenge [3] to aggravate (an injury); to be aggravated; to get inflamed |N/A
時折 |ときおり |sometimes; at intervals; occasionally; on occasion; from time to time |N/A
途切れる |とぎれる |to break off; to come to an end; to be interrupted; to be cut short; to pause |N/A
説く |とく |to explain; to advocate; to preach; to persuade |3356
特技 |とくぎ |special skill |N/A
特産 |とくさん |being produced in a particular region; local specialty |N/A
特集 |とくしゅう |feature (e.g. newspaper); special edition; report |N/A
得点 |とくてん |scoring; score; points made; marks obtained; goals; runs |N/A
特派 |とくは |send specially; special envoy |N/A
研ぐ |とぐ |[1] to sharpen; to hone; to whet; to grind [2] to wash (rice) [3] to scour; to polish; to burnish |N/A
刺 |とげ |[1] thorn; spine; prickle [2] splinter (esp. lodged in one's flesh); hard sharp item (esp. lodged in one's throat, e.g. fish bone) [3] biting words |N/A
遂げる |とげる |[1] to accomplish; to achieve; to carry out [2] to arrive at (a certain outcome); to come to; to end with |3799
床 |とこ |[1] bed; bedding [2] sickbed [3] alcove |N/A
年頃 |としごろ |[1] approximate age; apparent age [2] marriageable age (esp. of a woman); age of maturity; age of adulthood [3] age (when ...) |N/A
戸締まり |とじまり |locking up (doors and windows); fastening the doors |N/A
途上 |とじょう |[1] on the way; en route [2] in the process of (development, construction, etc.); in the middle of |N/A
綴じる |とじる |[1] to bind; to file [2] to finish (a dish) by pouring beaten egg into the broth [3] to sew up; to stitch together |N/A
途絶える |とだえる |to stop; to cease; to come to an end; to cut off |N/A
特許 |とっきょ |[1] patent [2] special permission; license; licence; concession; charter |3489
取っ手 |とって |handle; grip; knob |N/A
整える |ととのえる |[1] to put in order; to arrange; to tidy up; to fix; to straighten [2] to get ready; to prepare; to arrange; to supply; to assemble; to buy [3] to adjust; to regulate (e.g. rhythm, tune, one's breathing) |2036
届 |とどけ |report; notification; registration |N/A
